experimento,algoritmo,implementacion,familia,n,d,k,semilla,repeticion,ms,costo,nodos,poda_fact,poda_opt
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,0,1,0.002667,0.9178608337,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,0,2,0.002708,0.9178608337,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,0,3,0.002666,0.9178608337,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,0,4,0.002666,0.9178608337,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,0,5,0.002666,0.9178608337,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,0,6,0.002375,0.9178608337,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,0,7,0.002334,0.9178608337,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,0,8,0.002708,0.9178608337,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,0,9,0.0025,0.9178608337,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,0,10,0.003166,0.9178608337,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,1,1,0.002416,0.9831014648,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,1,2,0.002959,0.9831014648,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,1,3,0.002666,0.9831014648,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,1,4,0.002708,0.9831014648,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,1,5,0.002417,0.9831014648,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,1,6,0.002333,0.9831014648,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,1,7,0.002375,0.9831014648,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,1,8,0.002709,0.9831014648,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,1,9,0.002417,0.9831014648,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,1,10,0.002125,0.9831014648,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,2,1,0.002917,1.154818574,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,2,2,0.002375,1.154818574,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,2,3,0.002458,1.154818574,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,2,4,0.002375,1.154818574,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,2,5,0.002708,1.154818574,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,2,6,0.002334,1.154818574,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,2,7,0.0025,1.154818574,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,2,8,0.002292,1.154818574,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,2,9,0.002542,1.154818574,,,
e1_escalabilidad_n,pd,cpp,aleatoria,12,12,6,2,10,0.002209,1.154818574,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,0,1,0.363042,1.20518297,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,0,2,0.39825,1.20518297,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,0,3,0.361875,1.20518297,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,0,4,0.404,1.20518297,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,0,5,0.368958,1.20518297,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,0,6,0.395,1.20518297,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,0,7,0.397167,1.20518297,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,0,8,0.379791,1.20518297,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,0,9,0.377875,1.20518297,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,0,10,0.428625,1.20518297,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,1,1,0.359792,1.015055516,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,1,2,0.358417,1.015055516,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,1,3,0.383542,1.015055516,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,1,4,0.361375,1.015055516,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,1,5,0.354834,1.015055516,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,1,6,0.374084,1.015055516,,,
e1_escalabilidad_n,fb,cpp,aleatoria,14,12,7,1,7,0.384708,1.015055516,,,
