experimento,algoritmo,implementacion,familia,n,d,k,semilla,repeticion,ms,costo,nodos,poda_fact,poda_opt
e9_canciones_reales,bt,cpp,audio:brahms,101,12,76,0,7,111.703542,0.3452350648,,,
e9_canciones_reales,bt,cpp,audio:brahms,101,12,76,0,8,109.242208,0.3452350648,,,
e9_canciones_reales,bt,cpp,audio:brahms,101,12,76,0,9,126.672042,0.3452350648,,,
e9_canciones_reales,bt,cpp,audio:brahms,101,12,76,0,10,126.287375,0.3452350648,,,
e9_canciones_reales,pd,cpp,audio:brahms,101,12,76,0,1,0.128583,0.3452350648,,,
e9_canciones_reales,pd,cpp,audio:brahms,101,12,76,0,2,0.113125,0.3452350648,,,
e9_canciones_reales,pd,cpp,audio:brahms,101,12,76,0,3,0.117625,0.3452350648,,,
e9_canciones_reales,pd,cpp,audio:brahms,101,12,76,0,4,0.113584,0.3452350648,,,
e9_canciones_reales,pd,cpp,audio:brahms,101,12,76,0,5,0.122375,0.3452350648,,,
e9_canciones_reales,pd,cpp,audio:brahms,101,12,76,0,6,0.13,0.3452350648,,,
e9_canciones_reales,pd,cpp,audio:brahms,101,12,76,0,7,0.128958,0.3452350648,,,
e9_canciones_reales,pd,cpp,audio:brahms,101,12,76,0,8,0.132125,0.3452350648,,,
e9_canciones_reales,pd,cpp,audio:brahms,101,12,76,0,9,0.122,0.3452350648,,,
e9_canciones_reales,pd,cpp,audio:brahms,101,12,76,0,10,0.114916,0.3452350648,,,
e9_canciones_reales,bt,cpp,audio:sweetwaltz,117,12,88,0,1,166.904541,0.302384898,,,
e9_canciones_reales,bt,cpp,audio:sweetwaltz,117,12,88,0,2,163.918791,0.302384898,,,
e9_canciones_reales,bt,cpp,audio:sweetwaltz,117,12,88,0,3,145.656208,0.302384898,,,
e9_canciones_reales,bt,cpp,audio:sweetwaltz,117,12,88,0,4,166.774417,0.302384898,,,
e9_canciones_reales,bt,cpp,audio:sweetwaltz,117,12,88,0,5,169.383375,0.302384898,,,
e9_canciones_reales,bt,cpp,audio:sweetwaltz,117,12,88,0,6,148.914125,0.302384898,,,
e9_canciones_reales,bt,cpp,audio:sweetwaltz,117,12,88,0,7,169.199542,0.302384898,,,
e9_canciones_reales,bt,cpp,audio:sweetwaltz,117,12,88,0,8,166.118833,0.302384898,,,
e9_canciones_reales,bt,cpp,audio:sweetwaltz,117,12,88,0,9,166.202459,0.302384898,,,
e9_canciones_reales,bt,cpp,audio:sweetwaltz,117,12,88,0,10,166.199667,0.302384898,,,
e9_canciones_reales,pd,cpp,audio:sweetwaltz,117,12,88,0,1,0.181209,0.302384898,,,
e9_canciones_reales,pd,cpp,audio:sweetwaltz,117,12,88,0,2,0.19,0.302384898,,,
e9_canciones_reales,pd,cpp,audio:sweetwaltz,117,12,88,0,3,0.174916,0.302384898,,,
e9_canciones_reales,pd,cpp,audio:sweetwaltz,117,12,88,0,4,0.190666,0.302384898,,,
e9_canciones_reales,pd,cpp,audio:sweetwaltz,117,12,88,0,5,0.181166,0.302384898,,,
e9_canciones_reales,pd,cpp,audio:sweetwaltz,117,12,88,0,6,0.183417,0.302384898,,,
e9_canciones_reales,pd,cpp,audio:sweetwaltz,117,12,88,0,7,0.171666,0.302384898,,,
e9_canciones_reales,pd,cpp,audio:sweetwaltz,117,12,88,0,8,0.183875,0.302384898,,,
e9_canciones_reales,pd,cpp,audio:sweetwaltz,117,12,88,0,9,0.182791,0.302384898,,,
e9_canciones_reales,pd,cpp,audio:sweetwaltz,117,12,88,0,10,0.186542,0.302384898,,,
e9_canciones_reales,bt,cpp,audio:pistachio,169,12,127,0,1,382.363709,0.3586967521,,,
e9_canciones_reales,bt,cpp,audio:pistachio,169,12,127,0,2,395.413333,0.3586967521,,,
e9_canciones_reales,bt,cpp,audio:pistachio,169,12,127,0,3,328.060334,0.3586967521,,,
e9_canciones_reales,bt,cpp,audio:pistachio,169,12,127,0,4,395.627833,0.3586967521,,,
e9_canciones_reales,bt,cpp,audio:pistachio,169,12,127,0,5,367.499959,0.3586967521,,,
e9_canciones_reales,bt,cpp,audio:pistachio,169,12,127,0,6,376.620125,0.3586967521,,,
e9_canciones_reales,bt,cpp,audio:pistachio,169,12,127,0,7,332.190375,0.3586967521,,,
e9_canciones_reales,bt,cpp,audio:pistachio,169,12,127,0,8,346.641917,0.3586967521,,,
e9_canciones_reales,bt,cpp,audio:pistachio,169,12,127,0,9,369.73075,0.3586967521,,,
e9_canciones_reales,bt,cpp,audio:pistachio,169,12,127,0,10,390.574166,0.3586967521,,,
e9_canciones_reales,pd,cpp,audio:pistachio,169,12,127,0,1,0.521375,0.3586967521,,,
e9_canciones_reales,pd,cpp,audio:pistachio,169,12,127,0,2,0.518166,0.3586967521,,,
e9_canciones_reales,pd,cpp,audio:pistachio,169,12,127,0,3,0.524458,0.3586967521,,,
e9_canciones_reales,pd,cpp,audio:pistachio,169,12,127,0,4,0.502291,0.3586967521,,,
e9_canciones_reales,pd,cpp,audio:pistachio,169,12,127,0,5,0.534125,0.3586967521,,,
e9_canciones_reales,pd,cpp,audio:pistachio,169,12,127,0,6,0.523417,0.3586967521,,,
e9_canciones_reales,pd,cpp,audio:pistachio,169,12,127,0,7,0.516416,0.3586967521,,,
e9_canciones_reales,pd,cpp,audio:pistachio,169,12,127,0,8,0.518917,0.3586967521,,,
e9_canciones_reales,pd,cpp,audio:pistachio,169,12,127,0,9,0.529333,0.3586967521,,,
e9_canciones_reales,pd,cpp,audio:pistachio,169,12,127,0,10,0.561,0.3586967521,,,
