experimento,algoritmo,implementacion,familia,n,d,k,semilla,repeticion,ms,costo,nodos,poda_fact,poda_opt
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,1,5,0.010458,0.9831014648,69,0,24
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,1,6,0.009625,0.9831014648,69,0,24
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,1,7,0.009583,0.9831014648,69,0,24
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,1,8,0.009875,0.9831014648,69,0,24
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,1,9,0.009791,0.9831014648,69,0,24
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,1,10,0.009583,0.9831014648,69,0,24
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,2,1,0.013292,1.154818574,89,0,22
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,2,2,0.016958,1.154818574,89,0,22
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,2,3,0.01375,1.154818574,89,0,22
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,2,4,0.013541,1.154818574,89,0,22
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,2,5,0.013333,1.154818574,89,0,22
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,2,6,0.013416,1.154818574,89,0,22
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,2,7,0.013541,1.154818574,89,0,22
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,2,8,0.014,1.154818574,89,0,22
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,2,9,0.015875,1.154818574,89,0,22
e6_ablacion_podas,bt,cpp_sin_fact,aleatoria,12,12,6,2,10,0.013625,1.154818574,89,0,22
e6_ablacion_podas,bt,cpp_sin_podas,aleatoria,12,12,6,0,1,0.111,0.9178608337,771,0,0
e6_ablacion_podas,bt,cpp_sin_podas,aleatoria,12,12,6,0,2,0.094292,0.9178608337,771,0,0
e6_ablacion_podas,bt,cpp_sin_podas,aleatoria,12,12,6,0,3,0.107125,0.9178608337,771,0,0
e6_ablacion_podas,bt,cpp_sin_podas,aleatoria,12,12,6,0,4,0.099917,0.9178608337,771,0,0
e6_ablacion_podas,bt,cpp_sin_podas,aleatoria,12,12,6,0,5,0.106167,0.9178608337,771,0,0
